Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
BRYN,BRYN RESOURCES INC,OTC Pink No Information,0.002000,7.703500,0,Common Stock,USA,New York
KNBA,KINBASHA GAMING INTL INC,OTC Pink No Information,0.155000,0.000000,0,Common Stock,USA,Nevada
NYMH,NYMET HOLDINGS INC,OTC Pink No Information,0.000100,0.000000,0,Common Stock,USA,New York
AMCY,ACS GLOBAL INC,OTC Pink No Information,0.669000,15.667300,0,Common Stock,USA,New Jersey
NOUV,NOUVEAU LIFE PHARMS INC,OTC Pink No Information,0.000100,83.450600,3000000,Common Stock,USA,Florida
OWVI,ONE WORLD VENTURES INC,OTC Pink No Information,0.000100,0.617500,0,Common Stock,USA,Nevada
BRAV,BRAVADA INTL LTD,OTC Pink No Information,0.000800,16.863000,0,Common Stock,USA,California
GEVI,GENERAL ENVIR MGMT INC,OTC Pink No Information,0.000900,0.000000,0,Common Stock,USA,California
GBEI,GREAT BASIN ENERGIES INC,OTC Pink No Information,0.050000,0.000000,0,Common Stock,USA,Washington
VYDR,VYDROTECH INC,OTC Pink No Information,0.001500,38.871500,0,Common Stock,USA,Texas
RESS,RENEWABLE ENERGY SLTNS,OTC Pink No Information,0.004400,6.048500,0,Common Stock,USA,New York
MISM,MISSION MINING CO,OTC Pink No Information,0.001300,91.733000,0,Common Stock,USA,Florida
ECTE,ECHO THERAPEUTICS INC,OTC Pink No Information,0.011000,115.406300,102570,Common Stock,USA,New Jersey
DIGI,DIGITILITI INC,OTC Pink No Information,0.001600,42.036500,100000,Common Stock,USA,Minnesota
GWIO,GREAT WESTERN IRON ORE PP,OTC Pink No Information,0.010000,0.000000,0,Common Stock,USA,Nevada
ENHT,ENHERENT CORP,OTC Pink No Information,0.002900,2.674500,0,Common Stock,USA,New Jersey
ISBH,ISBRE HOLDING CORP,OTC Pink No Information,0.006000,23.279900,0,Common Stock,USA,New Jersey
PAMI,PAM HOLDINGS INC A,OTC Pink No Information,0.100000,191.832200,5000,Common Stock,USA,California
EEGI,ELINE ENTMT GROUP INC,OTC Pink No Information,0.000100,23.819800,180000,Common Stock,USA,California
BRCOQ,BEARD CO,OTC Pink No Information,0.000800,0.958900,100,Common Stock,USA,Oklahoma
VLNX,VISION PLASMA SYSTEMS INC,OTC Pink No Information,0.000770,26.702000,223610,Common Stock,USA,California
HWVI,HAWAII VINTAGE CHOCOLATE,OTC Pink No Information,0.002000,711.462500,0,Common Stock,USA,Hawaii
WWSG,WORLDWIDE STRATEGIES INC,OTC Pink No Information,0.006900,644.102000,0,Common Stock,USA,Colorado
FLXI,FLEXIINTERNATIONAL SFTWRE,OTC Pink No Information,0.372500,243.150000,5000,Common Stock,USA,Connecticut
AAPH,AMER PETRO-HUNTER INC,OTC Pink No Information,0.000700,342.518300,1600938,Common Stock,USA,Kansas
AENG,ADVANCED ENGINE TECHS INC,OTC Pink No Information,0.001200,0.907200,600,Common Stock,USA,California
PHLI,PACIFICHEALTH LABS INC,OTC Pink No Information,0.012500,9.826800,3000,Common Stock,USA,New Jersey
TMIX,TARSIN MOBILE INC,OTC Pink No Information,1.000000,0.000000,0,Common Stock,USA,California
TRSI,TROPHY RESOURCES INC,OTC Pink No Information,0.000100,0.003500,0,Common Stock,USA,Georgia
ICTY,EYECITY.COM INC,OTC Pink No Information,0.000100,183.078800,40000000,Common Stock,USA,Florida
OCBG,OC BEVERAGES INC,OTC Pink No Information,0.001220,0.000000,0,Common Stock,USA,California
KDNG,KADING COS S A,OTC Pink No Information,0.003000,14.697400,0,Common Stock,USA,New York
SCVM,SCIVANTA MEDICAL CORP,OTC Pink No Information,0.010000,1.557900,0,Common Stock,USA,New Jersey
SSPT,SHOT SPIRITS CORP,OTC Pink No Information,0.000100,0.000000,0,Common Stock,USA,
HUMT,HUMATECH INC,OTC Pink No Information,0.004020,271.025200,0,Common Stock,USA,Texas
VICP,VICAPSYS LIFE SCIENCES,OTC Pink No Information,3.600000,3.792100,0,Common Stock,USA,Florida
TMOL,TRIMOL GROUP INC,OTC Pink No Information,0.001100,0.000000,0,Common Stock,USA,New York
VCII,VIVICELLS INTL INC,OTC Pink No Information,0.000700,3.573600,0,Common Stock,USA,Illinois
FFPM,FFP MARKETING CO INC,OTC Pink No Information,0.005500,26.183000,17200,Common Stock,USA,Texas
WSCC,WATERSIDE CAPITAL CORP,OTC Pink No Information,0.008000,3.688100,500,Common Stock,USA,Virginia
MERR,MERRIMAN HOLDINGS INC,OTC Pink No Information,0.020000,615.175200,0,Common Stock,USA,California
CTBK,CITY BANK WA,OTC Pink No Information,0.003200,78.103000,1790,Common Stock,USA,Washington
BRGC,BRIGHTROCK GOLD CORP,OTC Pink No Information,0.001290,515.742900,0,Common Stock,USA,Florida
ZAAP,ZAP,OTC Pink No Information,0.022000,69.957800,202990,Common Stock,USA,California
CXCQ,CARDXX INC,OTC Pink No Information,0.001700,0.000000,0,Common Stock,USA,Colorado
OPTL,OPTIMUM INTRACTVE USA NEW,OTC Pink No Information,0.000600,0.000000,0,Common Stock,USA,California
AMBTQ,AMBIENT CORP,OTC Pink No Information,0.004000,13.946100,1180,Common Stock,USA,Massachusetts
CARSO,CAPITAL AUTOMTVE 8% B PFD,OTC Pink No Information,27.000000,0.000000,0,Preferred Stock,USA,Virginia
CARSP,CAPITAL A/R 7.50% A PFD,OTC Pink No Information,25.100000,0.000000,0,Preferred Stock,USA,Virginia
AWWC,ACCESS WORLDWIDE COMMUNS,OTC Pink No Information,0.005600,33.238500,0,Common Stock,USA,Virginia
LIHC,LIBERTY INTL HLDG CORP,OTC Pink No Information,0.025000,0.000000,0,Common Stock,USA,Florida
ANAS,ALTERNATURALS INC,OTC Pink No Information,0.002200,4.260300,1000,Common Stock,USA,Michigan
AXTG,AXIS TECHS GROUP INC,OTC Pink No Information,0.000500,0.000000,0,Common Stock,USA,Nebraska
ARBU,AMERICAN BUSINESS CRP,OTC Pink No Information,0.022300,0.768600,0,Common Stock,USA,Kentucky
TSOH,TRI-STATE 1ST BANC NEW,OTC Pink No Information,20.000000,0.000000,0,Common Stock,USA,Ohio
DKAM,DRINKS AMERICAS HLDGS LTD,OTC Pink No Information,0.000100,306.672600,1040000,Common Stock,USA,California
QMIS,QMIS FINANCE SECS CORP,OTC Pink No Information,4.750000,46.337100,0,Common Stock,USA,New York
GSVI,GSV INC,OTC Pink No Information,0.002500,5.990700,0,Common Stock,USA,Connecticut
ADNY,ADINO ENERGY CORP,OTC Pink No Information,0.000800,241.605200,0,Common Stock,USA,Texas
CAHI,CARRIER ALLIANCE HLDGS,OTC Pink No Information,0.001100,757.735800,0,Common Stock,USA,New York
FCCG,FOG CUTTER CAP GROUP INC,OTC Pink No Information,1.430000,84.790800,14850,Common Stock,USA,Oregon
CNLK,CANNALINK INC,OTC Pink No Information,1.000000,0.518600,3,Common Stock,USA,California
INNX,INFINITE NETWORKS CORP,OTC Pink No Information,0.004000,0.055200,0,Common Stock,USA,Nevada
BANI,BANNEKER INC,OTC Pink No Information,0.000100,0.000000,0,Common Stock,USA,Florida
AXCG,EYES ON THE GO INC,OTC Pink No Information,0.000100,0.000000,0,Common Stock,USA,New York
FRNV,FRONTERA INVESTMENT INC,OTC Pink No Information,0.006100,832.055700,0,Common Stock,USA,California
SGTB,SUGGESTION BOX INC,OTC Pink No Information,0.003000,0.000000,0,Common Stock,USA,Arizona
PHMB,PHARMACOM BIOVET INC,OTC Pink No Information,0.000100,449.319400,0,Common Stock,USA,Nevada
FDHC,FIDELITY HOLDING CORP,OTC Pink No Information,1.500000,0.000000,0,Common Stock,USA,Wyoming
PWEB,PACIFIC WEBWORKS INC,OTC Pink No Information,0.003100,150.687500,8500,Common Stock,USA,Utah
IAHL,IAHL CORP,OTC Pink No Information,0.400450,118.332600,12,Common Stock,USA,Florida
NCRA,NOCERA INC,OTC Pink No Information,0.050000,219.178100,0,Common Stock,USA,Georgia
MTPR,METAPOWER INTL INC NEW,OTC Pink No Information,0.000280,0.000000,0,Common Stock,USA,Washington
SWNG,SWAN GROUP OF COS INC,OTC Pink No Information,0.050000,900.000000,0,Common Stock,USA,Florida
EEGC,EMPIRE ENERGY CORP INTL,OTC Pink No Information,0.003160,113.669000,97000,Common Stock,USA,Kansas
NLAB,NUONCOLOGY LABS INC,OTC Pink No Information,0.001000,6.192000,0,Common Stock,USA,Florida
GBFL,GREAT BASIN FINCL CORP,OTC Pink No Information,0.005300,0.000000,0,Common Stock,USA,Nevada
IBRC,IBRANDS CORP,OTC Pink No Information,0.000100,77.067700,16135705,Common Stock,USA,California
IDAD,INTL DISPLAY ADVERTISING,OTC Pink No Information,0.000800,172.057400,0,Common Stock,USA,Arizona
BRTE,BRIGHTEC INC,OTC Pink No Information,0.000700,0.000000,0,Common Stock,USA,Massachusetts
SSHSQ,SAFEGUARD SEC HLDGS INC,OTC Pink No Information,0.000010,494.522200,0,Common Stock,USA,Texas
NESW,NEW ENGLAND SERVICE CO,OTC Pink No Information,22.100000,52.218400,0,Common Stock,USA,Connecticut
HHGI,HAWAIIAN HOSPITALITY GRP,OTC Pink No Information,0.000500,0.006400,0,Common Stock,USA,Hawaii
ALKN,ALKANE INC,OTC Pink No Information,0.000800,15.343000,240,Common Stock,USA,Maryland
TTHG,TITANIUM HLDGS GROUP INC,OTC Pink No Information,0.177600,0.000000,0,Common Stock,USA,Texas
DPBE,DEEP BLUE MARINE INC,OTC Pink No Information,0.000400,99.157900,949857,Common Stock,USA,Utah
NWPN,NOW CORP,OTC Pink No Information,0.001900,104.985700,0,Common Stock,USA,Oregon
CTBG,COIL TUBING TECH INC,OTC Pink No Information,0.100000,3.731200,0,Common Stock,USA,Texas
OSKA,OSYKA CORP,OTC Pink No Information,0.001500,0.000000,0,Common Stock,USA,Texas
DLDG,DLD GROUP INC,OTC Pink No Information,0.510000,12.500000,0,Common Stock,USA,New York
UAMA,UNITED AMERICAN CORP,OTC Pink No Information,0.059000,39.871000,0,Common Stock,USA,Florida
RBDC,RBID.COM INC,OTC Pink No Information,0.000100,899.982000,0,Common Stock,USA,California
CPEU,CHAPEAU INC,OTC Pink No Information,0.001000,2.983400,0,Common Stock,USA,California
KGRI,KILEY GROUP INC,OTC Pink No Information,0.000100,145.100000,16919111,Common Stock,USA,Texas
MDKM,MDECHEM INC,OTC Pink No Information,0.006200,0.000000,0,Common Stock,USA,Texas
HGPI,HORIZON GROUP PPTYS INC,OTC Pink No Information,3.600000,0.068600,0,Common Stock,USA,Illinois
IPLY,INTERPLAY ENTMT CORP,OTC Pink No Information,0.004500,60.740200,0,Common Stock,USA,California
BRBI,BLUE RIVER BNCSHS INC,OTC Pink No Information,0.020100,3.226800,0,Common Stock,USA,Indiana
IBSS,INTEGRATED BUS SYS & SVCS,OTC Pink No Information,0.060000,86.557600,0,Common Stock,USA,South Carolina
TLVA,SOMERSET TRANSITION CORP,OTC Pink No Information,0.050000,0.000000,0,Common Stock,USA,California
EQST,ENERGY QUEST INC,OTC Pink No Information,0.010510,21.265400,0,Common Stock,USA,Georgia
UPWT,ULTRA PURE WATER TECHS,OTC Pink No Information,0.000700,0.000000,0,Common Stock,USA,Louisiana
SMVI,SOCIAL MEDIA VENTURES INC,OTC Pink No Information,0.000100,10.373100,0,Common Stock,USA,New York
EMAV,EMAV HOLDINGS INC,OTC Pink No Information,0.004800,1.624400,4000,Common Stock,USA,California
DVAR,DOVARRI INC,OTC Pink No Information,0.002400,0.051800,0,Common Stock,USA,Texas
TIGE,TIGRENT INC,OTC Pink No Information,0.007600,55.999600,23000,Common Stock,USA,Florida
IENT,IENTERTAINMENT NTWRK INC,OTC Pink No Information,0.020100,54.777700,300,Common Stock,USA,North Carolina
HDII,HYPERTENSION DIAGNSTCS,OTC Pink No Information,0.000800,60.287700,0,Common Stock,USA,Minnesota
AWKS,AMERIWORKS INC,OTC Pink No Information,0.002600,0.000000,0,Common Stock,USA,Pennsylvania
TRIG,TRIO INDUS GROUP INC,OTC Pink No Information,0.200000,840.873500,0,Common Stock,USA,Texas
CMFV,COMF5 INTERNATIONAL INC,OTC Pink No Information,0.001500,120.268100,0,Common Stock,USA,Nevada
NWTT,NW TECH CAPITAL INC,OTC Pink No Information,0.000100,2.122000,0,Common Stock,USA,Nevada
LIME,LIME ENERGY CO,OTC Pink No Information,1.100000,104.559800,121,Common Stock,USA,New Jersey
MDIN,MEDGEN INC,OTC Pink No Information,0.000100,0.930400,0,Common Stock,USA,New York
CYIO,CYIOS CORP,OTC Pink No Information,0.023400,49.219000,0,Common Stock,USA,Washington DC
SHDC,SURETY HOLDINGS CORP,OTC Pink No Information,3.000000,0.000000,0,Common Stock,USA,Georgia
NSHJ,NU STAR HOLDINGS INC,OTC Pink No Information,0.000100,0.000000,0,Common Stock,USA,Nevada
AOGN,AVALON OIL & GAS INC,OTC Pink No Information,0.015000,8.685000,0,Common Stock,USA,Minnesota
OIDN,OIDON CO LTD,OTC Pink No Information,0.015000,0.000000,0,Common Stock,USA,New York
TRBX,TRB SYSTEMS INTL INC,OTC Pink No Information,0.000400,0.000000,0,Common Stock,USA,New Jersey
USPE,US PERSONNEL INC,OTC Pink No Information,0.010000,0.000000,0,Common Stock,USA,Texas
CCHZ,CAREER COLLEGE HLDG CO,OTC Pink No Information,0.200000,677.528100,0,Common Stock,USA,California
ERFB,ERF WIRELESS INC,OTC Pink No Information,0.002600,143.663100,10210,Common Stock,USA,Texas
ESWW,ENVIRONMENTAL SOL WRL NEW,OTC Pink No Information,28.000000,109.468800,0,Common Stock,USA,Pennsylvania
TTCS,TIE TECHNOLOGIES INC NEW,OTC Pink No Information,0.001500,375.842000,0,Common Stock,USA,New York
ATIW,ATI NETWORKS INC,OTC Pink No Information,0.120000,181.787900,1999,Common Stock,USA,Florida
DVLP,GOLDEN DEVELOPING SOL,OTC Pink No Information,0.015100,70.813300,0,Common Stock,USA,Texas
SSTU,SANDY STEELE UNLMTD INC,OTC Pink No Information,0.005000,0.000000,0,Common Stock,USA,Georgia
PVRS,PROVIDENCE RESOURCES INC,OTC Pink No Information,0.011950,139.716200,136000,Common Stock,USA,Texas
AVTO,AVANTOGEN ONCOLOGY INC,OTC Pink No Information,0.010390,0.138400,0,Common Stock,USA,California
TLFX,TELEFIX COMMUNS HLDGS,OTC Pink No Information,0.028900,61.232100,102,Common Stock,USA,Texas
SMCE,SMC ENTERTAINMENT INC,OTC Pink No Information,0.006050,46.712700,5000,Common Stock,USA,California
FRXX,FORECROSS CORP,OTC Pink No Information,0.042500,23.390200,0,Common Stock,USA,California
SNSGF,SENSE TECHS INC ORD,OTC Pink No Information,0.400000,175.338400,0,Foreign Ordinary Shares,USA,Nebraska
HTDS,HARD TO TREAT DISEASES,OTC Pink No Information,0.000100,121.786500,0,Common Stock,USA,Florida
ECDC,EAST COAST DIVERSIFIED,OTC Pink No Information,0.000100,72.177000,0,Common Stock,USA,Georgia
HPNN,HOP-ON INC,OTC Pink No Information,0.000200,8.531900,7033201,Common Stock,USA,California
VMCI,VEMICS INC,OTC Pink No Information,0.001200,36.481600,0,Common Stock,USA,Florida
ELCI,EASTERN LIGHT CAPITAL INC,OTC Pink No Information,0.100000,0.000000,0,Common Stock,USA,California
SCTN,SCHIMATIC TECHS INC,OTC Pink No Information,0.000200,11.100000,0,Common Stock,USA,Nevada
KAHL,KAHALA CORP FL,OTC Pink No Information,150.000000,0.000000,0,Common Stock,USA,Delaware
SWWE,SWSTRN WATER EXPL CO,OTC Pink No Information,0.005230,153.888300,0,Common Stock,USA,Colorado
TFBN,TFN FOOTBALL NETWORK,OTC Pink No Information,0.000100,0.000000,0,Common Stock,USA,California
AGGI,ALLIED ENERGY INC,OTC Pink No Information,0.001750,110.725000,0,Common Stock,USA,Kentucky
RSHN,RUSHNET INC,OTC Pink No Information,0.000010,438.063600,30000,Common Stock,USA,Indiana
PLWY,PEOPLESWAY.COM INC,OTC Pink No Information,0.000500,23.838000,0,Common Stock,USA,North Carolina
IFUE,FUEL PERFORMANCE SOLTNS,OTC Pink No Information,0.038000,87.214800,19900,Common Stock,USA,Missouri
SSPC,SPENDSMART NETWORKS INC,OTC Pink No Information,0.016000,16.158900,1905,Common Stock,USA,California
CYBA,CANYON BANCORP (CA),OTC Pink No Information,0.010000,0.000000,0,Common Stock,USA,California
ILXP,INTL LUXURY PRODUCTS INC,OTC Pink No Information,0.002500,0.000000,0,Common Stock,USA,Texas
ITLK,INTERLINK PRODUCTS INTL,OTC Pink No Information,0.000600,0.000000,0,Common Stock,USA,New Jersey
GRSO,GROW SOLUTIONS HLDGS,OTC Pink No Information,0.034900,218.154800,27245,Common Stock,USA,Colorado
GNPT,GREEN PARTS INTL INC,OTC Pink No Information,0.000100,25.439400,0,Common Stock,USA,Georgia
FMBV,FULL MOTION BEVERAGE INC,OTC Pink No Information,0.004000,128.584000,0,Common Stock,USA,New York
AWEB,ARETI WEB INNOVATIONS INC,OTC Pink No Information,0.024000,8.058900,0,Common Stock,USA,Nevada
VVIT,VISTA INTL TECHS INC,OTC Pink No Information,0.014000,84.993700,0,Common Stock,USA,Colorado
EMOR,EMERALD ORGANIC PRODS INC,OTC Pink No Information,0.140000,14.438500,0,Common Stock,USA,Minnesota
SIBE,SIBLING GROUP HLDGS INC,OTC Pink No Information,0.001100,0.000000,0,Common Stock,USA,Florida
GNLKQ,GENELINK INC,OTC Pink No Information,0.000900,7.625400,0,Common Stock,USA,Florida
NGBL,NOTIS GLOBAL INC,OTC Pink No Information,0.000200,115.694000,35807482,Common Stock,USA,California
MCZAF,MAD CATZ INTERACTIVE INC,OTC Pink No Information,0.000700,145.432500,1117678,Common Stock,USA,California
CHAG,CHANCELLOR GROUP INC,OTC Pink No Information,0.002000,429.936500,2000,Common Stock,USA,Texas
MCBP,MICHIGAN COMMUTY BNCRP,OTC Pink No Information,0.000100,0.000000,0,Common Stock,USA,Michigan
CLPE,CLEAR PEAK ENERGY INC,OTC Pink No Information,0.004000,857.647100,0,Common Stock,USA,Arizona
SAEC,STARLIGHT ENERGY CORP,OTC Pink No Information,0.010000,0.000000,0,Common Stock,USA,Colorado
TCEC,TRANSCOASTAL CORP,OTC Pink No Information,0.012000,0.068100,0,Common Stock,USA,Texas
MKRO,MONKEY ROCK GROUP INC,OTC Pink No Information,0.031100,0.000000,0,Common Stock,USA,Florida
ITPC,INTREPID CAPITAL CORP,OTC Pink No Information,610.000000,83.333300,4,Common Stock,USA,Florida
XNNHQ,XENONICS HOLDINGS INC,OTC Pink No Information,0.000900,28.396200,66000,Common Stock,USA,California
AMWK,AMERISTAR NETWORK INC,OTC Pink No Information,0.001200,0.000000,0,Common Stock,USA,Utah
ALRT,ALR TECHS INC,OTC Pink No Information,0.040100,22.272900,2015279,Common Stock,USA,Virginia
SNWR,SANWIRE CORPORATION,OTC Pink No Information,0.006610,86.296400,5225,Common Stock,USA,Wyoming
EFFI,EFFTEC INTL INC,OTC Pink No Information,0.000700,177.138100,19740000,Common Stock,USA,Nevada
UDWKQ,US DATAWORKS INC,OTC Pink No Information,0.000600,334.629700,0,Common Stock,USA,Texas
BYSD,BAYSIDE CORP,OTC Pink No Information,0.000300,234.401000,263300581,Common Stock,USA,Texas
CTDT,CENTAURUS DIAMOND TECHS,OTC Pink No Information,0.148690,167.744600,4100,Common Stock,USA,Nevada
IHAI,INNOVATIVE HLDGS ALL INC,OTC Pink No Information,0.011200,13.428300,351,Common Stock,USA,Georgia
PRMK,PROCENCEPT MKTNG GRP NEW,OTC Pink No Information,0.000800,23.361600,2000,Common Stock,USA,Indiana
ITCJ,INFINITE TECH CORP,OTC Pink No Information,0.000100,8.181800,0,Common Stock,USA,Texas
SOCC,SOCIAL CUBE INC,OTC Pink No Information,4.900000,272.727300,0,Common Stock,USA,California
FCGD,FIRST COLOMBIA GLD CORP,OTC Pink No Information,0.000100,41.838900,500000,Common Stock,USA,Tennessee
MODTQ,MODTECH HLDGS INC,OTC Pink No Information,0.000700,155.711500,0,Common Stock,USA,California
SRCP,SEARCHPATH HSC INC,OTC Pink No Information,0.010000,0.000000,0,Common Stock,USA,Ohio
EVCI,EVCI CAREER COLLEGES HDG,OTC Pink No Information,0.006100,0.025200,0,Common Stock,USA,New York
VSHC,VISUAL HEALTHCARE CORP,OTC Pink No Information,0.000200,141.979700,0,Common Stock,USA,Nevada
EVRC,EVERCEL INC,OTC Pink No Information,1.640000,60.285600,3500,Common Stock,USA,New York
NNLX,NANOLOGIX INC,OTC Pink No Information,0.032000,39.227000,56000,Common Stock,USA,Ohio
VGLS,VG LIFE SCIENCES INC,OTC Pink No Information,0.010000,241.998900,143081,Common Stock,USA,California
ATYG,ATLAS TECH GROUP INC,OTC Pink No Information,0.000100,0.514600,0,Common Stock,USA,Florida
ESFS,ECO-SAFE SYSTEMS USA INC,OTC Pink No Information,0.003930,10.721200,9171,Common Stock,USA,California
TURA,TURBINE AVIATION INC,OTC Pink No Information,0.006200,8.454700,0,Common Stock,USA,Nevada
EPOR,EPIC CORP,OTC Pink No Information,0.030100,117.598000,0,Common Stock,USA,Wyoming
SEVT,SUMMIT ENVRNMNTL CORP,OTC Pink No Information,0.000900,14.810200,367950,Common Stock,USA,Wisconsin
ERAO,ENERGY REVENUE AMERICA,OTC Pink No Information,0.002300,95.039400,53,Common Stock,USA,Texas
NSBK,NORTHERN STAR FINCL INC,OTC Pink No Information,0.020000,900.000000,1000,Common Stock,USA,Minnesota
FLCN,FALCON TECHS INC,OTC Pink No Information,0.003000,0.000000,0,Common Stock,USA,California
NTFL,NETWORK 1 FINANCIAL GRP,OTC Pink No Information,0.020000,97.916100,2500,Common Stock,USA,New Jersey
MSPC,METROSPACES INC,OTC Pink No Information,0.000100,15.148200,3000000,Common Stock,USA,Florida
BMGP,BIOMAGNETICS DIAGNOSTICS,OTC Pink No Information,0.000500,15.229700,422000,Common Stock,USA,California
ICRD,INTL CARD ESTABLSHMNT INC,OTC Pink No Information,0.004280,20.021700,0,Common Stock,USA,California
LATF,LATTENO FOOD CORP,OTC Pink No Information,0.000100,65.111900,1010000,Common Stock,USA,Colorado
PWLK,POWERLOCK INTL CORP,OTC Pink No Information,0.000100,364.471900,40033,Common Stock,USA,California
ZIPL,ZIPLINK INC,OTC Pink No Information,0.031000,0.000000,0,Common Stock,USA,Connecticut
EVRM,EVERMEDIA GROUP INC,OTC Pink No Information,0.000200,16.409500,576000,Common Stock,USA,Massachusetts
ZYTO,ZYTO CORP,OTC Pink No Information,0.040000,0.024200,0,Common Stock,USA,Utah
SLSX,SEAMLESS TECHNOLOGY INC,OTC Pink No Information,0.005000,0.000000,0,Common Stock,USA,Florida
MTLI,METALINE CONTACT MINES,OTC Pink No Information,0.300000,74.875200,0,Common Stock,USA,Wisconsin
EWKS,EARTHWORKS ENTMT NEW,OTC Pink No Information,0.000010,0.192000,0,Common Stock,USA,Texas
FIEC,FRONTIER NATL CORP,OTC Pink No Information,0.002500,0.000000,0,Common Stock,USA,Alabama
HLLK,HALLMARK VENTURE GRP INC,OTC Pink No Information,0.004000,0.000000,0,Common Stock,USA,California
DDXSQ,DIADEXUS INC,OTC Pink No Information,0.007700,64.407700,42009,Common Stock,USA,California
HTTI,HAN TANG TECHNOLOGY INC,OTC Pink No Information,1.750000,52.370000,0,Common Stock,USA,Indiana
NUEC,NUEARTH CORP,OTC Pink No Information,0.000600,0.084100,0,Common Stock,USA,Florida
SJKI,ST.JOHN KNITS INTL INC,OTC Pink No Information,2.700000,0.377700,0,Common Stock,USA,California
FRMB,FORUM MOBILE INC,OTC Pink No Information,0.001300,750.000000,0,Common Stock,USA,New York
ORNH,ORION HEALTHCORP INC A,OTC Pink No Information,0.002350,99.795300,10000,Common Stock,USA,Georgia
AIVN,AMER INTL VENTURES INC,OTC Pink No Information,0.034000,45.373200,20000,Common Stock,USA,Florida
SBOX,SUPERBOX INC,OTC Pink No Information,0.200000,1.637600,0,Common Stock,USA,California
AVVH,AVVAA WRLD H/C PRODS INC,OTC Pink No Information,0.000100,10.512100,234142,Common Stock,USA,Virginia
BLIAQ,BB LIQUIDATING INC A,OTC Pink No Information,0.003100,386.058400,5500,Common Stock,USA,Texas
BLIBQ,BB LIQUIDATING INC B,OTC Pink No Information,0.008300,115.376500,35000,Common Stock,USA,Texas
DGMS,DIGIMEDICAL SOLUTIONS INC,OTC Pink No Information,0.000980,0.000000,0,Common Stock,USA,Texas
MRDH,MERIDIAN HOLDINGS INC,OTC Pink No Information,0.003000,0.000000,0,Common Stock,USA,California
XMEX,XEMEX GROUP INC,OTC Pink No Information,0.003000,19.384600,0,Common Stock,USA,New York
IMKI,IMMEDIATEK INC,OTC Pink No Information,0.175000,114.893600,0,Common Stock,USA,Texas
NWCOP,NEWS CORP FINCL TR 5.00PR,OTC Pink No Information,80.000000,0.000000,0,Preferred Stock,USA,New York
SLLN,SEARCHLIGHT SOLUTIONS LTD,OTC Pink No Information,0.000100,0.000000,0,Common Stock,USA,Georgia
OJSY,OJSYS INC,OTC Pink No Information,0.012000,900.000000,0,Common Stock,USA,California
MLWN,MALWIN VENTURES INC,OTC Pink No Information,0.030000,0.000000,0,Common Stock,USA,Nevada
EMBR,EMBARR DOWNS INC,OTC Pink No Information,0.000300,20.910500,719531,Common Stock,USA,California
AMNW,AIR MEDIA NOW! INC,OTC Pink No Information,0.020000,900.000000,0,Common Stock,USA,Florida
CPMD,CANNAPHARMARX INC,OTC Pink No Information,0.277750,0.120300,0,Common Stock,USA,New Jersey
RLAB,REAL AMER CAP CORP,OTC Pink No Information,0.000400,899.733500,0,Common Stock,USA,New York
SLIF,SEALIFE CORP,OTC Pink No Information,0.000100,48.115200,0,Common Stock,USA,California
MCDA,KMA HOLDING INC,OTC Pink No Information,0.016900,0.053900,0,Common Stock,USA,Florida
SAHN,SAUDI AMERICAN HLDGS CORP,OTC Pink No Information,10.000000,65.110200,2,Common Stock,USA,Florida
PMXX,PRIMIX CORP,OTC Pink No Information,0.000900,11.306300,0,Common Stock,USA,Indiana
ECCI,ECOLOCLEAN INDUSTRIES INC,OTC Pink No Information,0.000100,3.569400,0,Common Stock,USA,Texas
VCYE,VELOCITY ENERGY INC,OTC Pink No Information,0.005000,0.000000,0,Common Stock,USA,Texas
PBHG,PBS HOLDING INC,OTC Pink No Information,0.000100,25.215000,0,Common Stock,USA,Texas
GSML,G&S MINERALS INC,OTC Pink No Information,0.000600,1.201300,0,Common Stock,USA,Nevada
AABB,ASIA BROADBAND INC,OTC Pink No Information,0.004040,0.449800,0,Common Stock,USA,Nevada
RITE,MINERALRITE CORP,OTC Pink No Information,0.000100,10.563600,500000,Common Stock,USA,Utah
FSEI,FIRST SEISMIC CORP,OTC Pink No Information,0.050000,0.000000,0,Common Stock,USA,Texas
ADTY,ADTEGRITY.COM INTL  INC,OTC Pink No Information,0.100000,0.000000,0,Common Stock,USA,Michigan
WUHN,WUHAN GENERAL GROUP INC,OTC Pink No Information,0.150000,524.639200,37986,Common Stock,USA,
NWGC,NEW WORLD GOLD CORP,OTC Pink No Information,0.000100,59.473600,0,Common Stock,USA,Florida
AOILQ,ARMADA OIL INC,OTC Pink No Information,0.000900,98.347700,65050,Common Stock,USA,Texas
VCTL,RAINMAKER SYSTEMS INC,OTC Pink No Information,0.001100,90.640100,182199,Common Stock,USA,California
IFSC,INFINITE SOFTWARE CORP,OTC Pink No Information,0.200000,0.000000,0,Common Stock,USA,California
BIPH,BIOPHAN TECHS INC,OTC Pink No Information,0.000900,62.277100,453122,Common Stock,USA,New York
WSTM,HRSOFT INC,OTC Pink No Information,0.400000,0.144000,0,Common Stock,USA,Florida
HSCC,HOMELAND SECURITY CORP,OTC Pink No Information,0.009500,100.850700,39115,Common Stock,USA,California
ONCP,141 CAPITAL INC,OTC Pink No Information,0.000100,0.000000,0,Common Stock,USA,Illinois
